,logFC,AveExpr,t,P.Value,adj.P.Val,B,Time_point,DEG_Test,SYMBOL
Med271,0.142471048,7.610705778,0.853812114,0.396034652,0.852202595,-5.333564324,P60,MUT cells from HET vs WT cells from WT,Med271
Efna31,-0.142453877,7.444828132,-1.224243992,0.224842244,0.7644816,-5.263334358,P60,MUT cells from HET vs WT cells from WT,Efna31
Fam210a1,-0.142420365,7.720108138,-0.793918523,0.429846007,0.863905879,-5.399457169,P60,MUT cells from HET vs WT cells from WT,Fam210a1
Tpt11,0.142362346,7.892201596,0.592030005,0.555680991,0.915852871,-5.305266591,P60,MUT cells from HET vs WT cells from WT,Tpt11
Stx71,0.14235599,7.940769838,0.468231772,0.641030139,0.939713347,-5.300484739,P60,MUT cells from HET vs WT cells from WT,Stx71
Cdh121,0.1423233,7.557015908,0.695012636,0.48927941,0.891554356,-5.45465998,P60,MUT cells from HET vs WT cells from WT,Cdh121
Dpysl21,0.142265545,8.207028883,0.459113932,0.647532403,0.939713347,-5.25211256,P60,MUT cells from HET vs WT cells from WT,Dpysl21
Zcrb11,-0.14220716,7.852072678,-0.622750417,0.535411727,0.912766785,-5.379070972,P60,MUT cells from HET vs WT cells from WT,Zcrb11
Map1s1,0.142197381,7.612995565,0.774217638,0.441331453,0.872018714,-5.386810379,P60,MUT cells from HET vs WT cells from WT,Map1s1
Kifc21,-0.142144397,8.434278278,-0.435531226,0.664476922,0.940375972,-5.221447161,P60,MUT cells from HET vs WT cells from WT,Kifc21
Sgsm11,0.142128903,8.17837826,0.437283634,0.663211612,0.940375972,-5.26028372,P60,MUT cells from HET vs WT cells from WT,Sgsm11
Fgfr1op1,-0.142106777,7.768081074,-0.779259879,0.438374901,0.870537537,-5.380611724,P60,MUT cells from HET vs WT cells from WT,Fgfr1op1
Cnpy31,-0.141946644,7.701861362,-0.720927063,0.473283626,0.883830961,-5.445458677,P60,MUT cells from HET vs WT cells from WT,Cnpy31
Slc16a111,0.141880978,8.029914391,0.396984712,0.692550472,0.94805973,-5.299046691,P60,MUT cells from HET vs WT cells from WT,Slc16a111
Rasal21,-0.141864958,8.510380437,-0.438163065,0.662576997,0.940375972,-5.214017021,P60,MUT cells from HET vs WT cells from WT,Rasal21
Pigg1,0.141756737,7.545497372,0.865399419,0.389687687,0.852202595,-5.365755414,P60,MUT cells from HET vs WT cells from WT,Pigg1
Gm46311,-0.141688502,7.729643162,-0.759307459,0.450142057,0.87518457,-5.411557482,P60,MUT cells from HET vs WT cells from WT,Gm46311
Cacna1i1,0.141688031,7.513604632,0.976214643,0.332219543,0.821408138,-5.326399313,P60,MUT cells from HET vs WT cells from WT,Cacna1i1
Papd51,0.141647994,7.607731614,0.84208088,0.402524977,0.855379974,-5.341861119,P60,MUT cells from HET vs WT cells from WT,Papd51
Bud231,0.141542447,7.517536965,0.822582409,0.413455537,0.859074962,-5.526447993,P60,MUT cells from HET vs WT cells from WT,Bud231
C874361,-0.141540307,7.776285614,-0.452706504,0.652118297,0.939713347,-5.446509717,P60,MUT cells from HET vs WT cells from WT,C874361
Ogfod11,0.141472101,7.784005274,0.58164076,0.562621351,0.917863732,-5.485474136,P60,MUT cells from HET vs WT cells from WT,Ogfod11
Tmem63b1,0.141421686,8.23207101,0.477967366,0.63411825,0.939713347,-5.221166906,P60,MUT cells from HET vs WT cells from WT,Tmem63b1
U2af11,0.141409049,7.52201256,0.823555495,0.41290582,0.859074962,-5.524092512,P60,MUT cells from HET vs WT cells from WT,U2af11
Gabrd1,0.141376118,7.705946336,0.701876118,0.485014172,0.890335017,-5.361879656,P60,MUT cells from HET vs WT cells from WT,Gabrd1
Tubgcp21,-0.141249802,7.724255309,-0.696249348,0.488509348,0.891102627,-5.449663561,P60,MUT cells from HET vs WT cells from WT,Tubgcp21
Zc3h12b1,0.141163235,7.473537051,1.001246739,0.320053339,0.813774785,-5.319247369,P60,MUT cells from HET vs WT cells from WT,Zc3h12b1
Serinc31,-0.141093021,7.47832738,-0.900979241,0.370596672,0.843168635,-5.507336792,P60,MUT cells from HET vs WT cells from WT,Serinc31
Phactr11,-0.141011791,8.58212421,-0.444257362,0.65818604,0.940375972,-5.208597,P60,MUT cells from HET vs WT cells from WT,Phactr11
Speg1,0.140991043,7.731736589,0.552323869,0.582433273,0.923062053,-5.397575817,P60,MUT cells from HET vs WT cells from WT,Speg1
Zfp6441,-0.140703781,8.069718586,-0.496647444,0.620947366,0.938084385,-5.309433701,P60,MUT cells from HET vs WT cells from WT,Zfp6441
Fmnl21,-0.140703173,7.469636312,-1.294197874,0.199723775,0.742998405,-5.170744721,P60,MUT cells from HET vs WT cells from WT,Fmnl21
Dusp61,-0.140686523,7.452507788,-0.7627192,0.448117087,0.874746221,-5.623463061,P60,MUT cells from HET vs WT cells from WT,Dusp61
Plcb41,0.140681643,7.698025743,0.523961926,0.601910715,0.929137439,-5.437853138,P60,MUT cells from HET vs WT cells from WT,Plcb41
Cacfd11,-0.140679494,7.512003306,-0.846490402,0.400077801,0.85335377,-5.52404787,P60,MUT cells from HET vs WT cells from WT,Cacfd11
Crcp1,0.140647949,7.608490929,0.798603413,0.427141063,0.861989614,-5.375590767,P60,MUT cells from HET vs WT cells from WT,Crcp1
Ptprg1,0.140640425,7.977091455,0.509587539,0.611895448,0.934241257,-5.287632638,P60,MUT cells from HET vs WT cells from WT,Ptprg1
C788591,0.140636838,8.268204225,0.41370293,0.680318687,0.944258436,-5.351442807,P60,MUT cells from HET vs WT cells from WT,C788591
Coro1b1,-0.140636398,7.853881613,-0.704694802,0.483268505,0.889319515,-5.353340556,P60,MUT cells from HET vs WT cells from WT,Coro1b1
Usp41,-0.140600822,7.742850668,-0.755387987,0.452474902,0.876439448,-5.414143204,P60,MUT cells from HET vs WT cells from WT,Usp41
Myo61,-0.140469007,7.949952423,-0.593030366,0.555014976,0.915852871,-5.345344365,P60,MUT cells from HET vs WT cells from WT,Myo61
Rock21,-0.140396311,8.591040764,-0.461202264,0.646040687,0.939713347,-5.202489297,P60,MUT cells from HET vs WT cells from WT,Rock21
Apopt11,0.140334732,7.542792629,0.801448773,0.425503174,0.861989614,-5.407246186,P60,MUT cells from HET vs WT cells from WT,Apopt11
Rgs81,0.140320173,7.469487808,0.996103149,0.322528662,0.816435028,-5.326149216,P60,MUT cells from HET vs WT cells from WT,Rgs81
Mtmr21,-0.140245314,7.563406284,-0.598911368,0.551107623,0.915852871,-5.588008172,P60,MUT cells from HET vs WT cells from WT,Mtmr21
Rpl231,-0.140187652,7.910387682,-0.607877995,0.545176875,0.913624758,-5.352436773,P60,MUT cells from HET vs WT cells from WT,Rpl231
Prkci1,-0.140062728,7.568811157,-0.940436836,0.350131152,0.830724261,-5.419134968,P60,MUT cells from HET vs WT cells from WT,Prkci1
Ano81,-0.140042936,7.563645173,-0.843741453,0.401602326,0.854397158,-5.499665633,P60,MUT cells from HET vs WT cells from WT,Ano81
Tmem911,-0.140024274,8.059624491,-0.497608617,0.62027296,0.938084385,-5.335760014,P60,MUT cells from HET vs WT cells from WT,Tmem911
Rpl36a1,-0.140016978,7.539115515,-1.018004389,0.312076993,0.809851792,-5.376724841,P60,MUT cells from HET vs WT cells from WT,Rpl36a1
Ptma1,-0.13987975,7.960908436,-0.593728878,0.55455016,0.915852871,-5.338881959,P60,MUT cells from HET vs WT cells from WT,Ptma1
Nap1l21,-0.13976237,7.572375284,-0.607125777,0.545673164,0.913624758,-5.566050966,P60,MUT cells from HET vs WT cells from WT,Nap1l21
Mras1,-0.139729619,7.633396313,-0.639072842,0.52479905,0.910946451,-5.595609253,P60,MUT cells from HET vs WT cells from WT,Mras1
Rps27a1,-0.139554559,7.697520088,-0.603467153,0.548090269,0.914601949,-5.472681032,P60,MUT cells from HET vs WT cells from WT,Rps27a1
Sv2a1,-0.139526525,8.929020033,-0.466871887,0.641998156,0.939713347,-5.196334535,P60,MUT cells from HET vs WT cells from WT,Sv2a1
Frrs1l1,0.139485374,8.154940689,0.441031215,0.660509,0.940375972,-5.245092329,P60,MUT cells from HET vs WT cells from WT,Frrs1l1
Hnrnpd1,-0.139473563,7.780821426,-0.544542417,0.587747188,0.924340166,-5.457416533,P60,MUT cells from HET vs WT cells from WT,Hnrnpd1
Rint11,-0.139403631,7.59672737,-0.712015483,0.47875097,0.885722761,-5.513591696,P60,MUT cells from HET vs WT cells from WT,Rint11
Parn1,-0.139377432,7.413001762,-1.123621345,0.264897987,0.786317065,-5.386369662,P60,MUT cells from HET vs WT cells from WT,Parn1
Ssbp21,0.139325888,8.643203878,0.444120439,0.658284562,0.940375972,-5.20413718,P60,MUT cells from HET vs WT cells from WT,Ssbp21
Tmem41b1,0.139272622,7.761003694,0.667060848,0.506860807,0.901665919,-5.362488107,P60,MUT cells from HET vs WT cells from WT,Tmem41b1
Fnip11,-0.139184212,7.965159459,-0.547582245,0.58566858,0.923062053,-5.348943042,P60,MUT cells from HET vs WT cells from WT,Fnip11
Prmt51,0.139157881,7.452089523,0.832428004,0.407913974,0.856777358,-5.449591372,P60,MUT cells from HET vs WT cells from WT,Prmt51
Rarb1,-0.139031008,7.496538716,-0.701928982,0.484981401,0.890335017,-5.633388896,P60,MUT cells from HET vs WT cells from WT,Rarb1
Wdr471,-0.138986739,8.18900631,-0.503591461,0.61608245,0.936253713,-5.279406219,P60,MUT cells from HET vs WT cells from WT,Wdr471
Fzr11,-0.138830979,7.690894879,-0.745044359,0.458664733,0.877229158,-5.444896541,P60,MUT cells from HET vs WT cells from WT,Fzr11
Cdc271,0.138827169,7.544557846,0.894030709,0.374277719,0.846450665,-5.382314425,P60,MUT cells from HET vs WT cells from WT,Cdc271
Smad31,-0.138800816,7.417559952,-1.111294304,0.270130792,0.786575314,-5.397535044,P60,MUT cells from HET vs WT cells from WT,Smad31
Efcab141,0.138790051,7.856475227,0.578970979,0.564411729,0.918020772,-5.337720683,P60,MUT cells from HET vs WT cells from WT,Efcab141
Ddx501,0.138728068,8.855847413,0.433011903,0.666297686,0.940375972,-5.208102283,P60,MUT cells from HET vs WT cells from WT,Ddx501
Anapc41,0.138614024,7.952488007,0.529279034,0.598236439,0.927805355,-5.307180602,P60,MUT cells from HET vs WT cells from WT,Anapc41
Atp5d1,-0.138612182,7.940191091,-0.561626076,0.576111053,0.921889069,-5.3645787,P60,MUT cells from HET vs WT cells from WT,Atp5d1
Rpl121,0.138500297,8.005812942,0.47531855,0.635995615,0.939713347,-5.284565089,P60,MUT cells from HET vs WT cells from WT,Rpl121
Bdp11,-0.138458395,8.00833839,-0.564537614,0.57413905,0.920925849,-5.330906211,P60,MUT cells from HET vs WT cells from WT,Bdp11
Heatr31,0.138363009,7.797589304,0.492410615,0.623924003,0.938084385,-5.416238475,P60,MUT cells from HET vs WT cells from WT,Heatr31
Dazap21,-0.138297445,7.569592273,-0.932403382,0.354237443,0.83261497,-5.425637157,P60,MUT cells from HET vs WT cells from WT,Dazap21
St7l1,0.138280808,7.755407807,0.671210233,0.504229629,0.899408894,-5.349468846,P60,MUT cells from HET vs WT cells from WT,St7l1
Map61,-0.13811526,7.662620758,-0.715728724,0.476468589,0.885722761,-5.46978505,P60,MUT cells from HET vs WT cells from WT,Map61
Map41,0.138109664,8.435461607,0.414740905,0.679562041,0.944235507,-5.219573009,P60,MUT cells from HET vs WT cells from WT,Map41
Ddi21,0.138085076,7.676310832,0.621596437,0.536166191,0.912766785,-5.523325921,P60,MUT cells from HET vs WT cells from WT,Ddi21
Sfr11,-0.138008192,7.86443276,-0.603551057,0.548034776,0.914601949,-5.408927922,P60,MUT cells from HET vs WT cells from WT,Sfr11
Sec22a1,-0.138006982,7.698354215,-0.71809087,0.475019845,0.885722761,-5.456171704,P60,MUT cells from HET vs WT cells from WT,Sec22a1
Pkig1,-0.137943006,7.867990364,-0.602273564,0.548879991,0.914601949,-5.396614128,P60,MUT cells from HET vs WT cells from WT,Pkig1
Fh11,-0.13788622,7.461193166,-0.692487909,0.490853547,0.89177331,-5.654103202,P60,MUT cells from HET vs WT cells from WT,Fh11
Slc4a71,-0.137867106,7.945969282,-0.533480745,0.595340307,0.926469769,-5.365292616,P60,MUT cells from HET vs WT cells from WT,Slc4a71
Celf11,-0.137865902,8.744387692,-0.449893418,0.654135928,0.940375972,-5.202616965,P60,MUT cells from HET vs WT cells from WT,Celf11
Myrip1,-0.137814832,7.627496681,-0.727958652,0.468994541,0.880964686,-5.492549783,P60,MUT cells from HET vs WT cells from WT,Myrip1
Dcc1,0.137775583,7.771225202,0.603585853,0.548011763,0.914601949,-5.381222895,P60,MUT cells from HET vs WT cells from WT,Dcc1
C230037L18Rik1,0.137732535,7.471789069,0.971026643,0.334778717,0.822486996,-5.346393903,P60,MUT cells from HET vs WT cells from WT,C230037L18Rik1
Galnt111,0.137671888,8.127582897,0.479308595,0.63316856,0.939713347,-5.244788759,P60,MUT cells from HET vs WT cells from WT,Galnt111
Serp21,0.137623202,7.856949578,0.550240457,0.583853779,0.923062053,-5.341755702,P60,MUT cells from HET vs WT cells from WT,Serp21
Nacc21,0.137576868,7.659866695,0.740185141,0.461589236,0.878133628,-5.381980626,P60,MUT cells from HET vs WT cells from WT,Nacc21
Hpca1,-0.13756451,7.652515998,-0.723206966,0.471890536,0.883261821,-5.472380928,P60,MUT cells from HET vs WT cells from WT,Hpca1
Fbxo111,-0.137335602,7.611403861,-0.788236936,0.43314001,0.86779899,-5.46339468,P60,MUT cells from HET vs WT cells from WT,Fbxo111
Heatr11,0.137332088,7.913577267,0.521383203,0.603696421,0.929622526,-5.328305055,P60,MUT cells from HET vs WT cells from WT,Heatr11
Ppif1,0.137290378,7.511792438,0.836809587,0.405462409,0.856094862,-5.440414919,P60,MUT cells from HET vs WT cells from WT,Ppif1
Rabac11,-0.137262536,7.932583267,-0.554695571,0.580818215,0.923062053,-5.358297268,P60,MUT cells from HET vs WT cells from WT,Rabac11
Scfd21,0.137259732,7.734495349,0.664040922,0.508780402,0.903228827,-5.372108345,P60,MUT cells from HET vs WT cells from WT,Scfd21
Sppl2a1,-0.137238357,7.608807,-0.781759724,0.43691342,0.869961386,-5.501765608,P60,MUT cells from HET vs WT cells from WT,Sppl2a1
Nkiras11,-0.137185329,8.064207126,-0.557357944,0.579007772,0.923007238,-5.31043307,P60,MUT cells from HET vs WT cells from WT,Nkiras11
Ddb11,0.136995862,7.490044556,0.745177342,0.458584847,0.877229158,-5.504087075,P60,MUT cells from HET vs WT cells from WT,Ddb11
Cnih31,0.136884097,7.48894605,0.689411448,0.492775433,0.893369685,-5.627265066,P60,MUT cells from HET vs WT cells from WT,Cnih31
Katnbl11,0.136843303,7.440049651,0.963155354,0.338686222,0.824250525,-5.370443704,P60,MUT cells from HET vs WT cells from WT,Katnbl11
Fis11,-0.13676193,7.844908512,-0.619172437,0.537752764,0.912818936,-5.401317334,P60,MUT cells from HET vs WT cells from WT,Fis11
Timm17a1,0.136736384,7.614038132,0.599480298,0.550730358,0.915852871,-5.46420198,P60,MUT cells from HET vs WT cells from WT,Timm17a1
Fam76a1,-0.136718789,7.893285957,-0.531343333,0.596812755,0.92691935,-5.384733842,P60,MUT cells from HET vs WT cells from WT,Fam76a1
Syncrip1,-0.136691772,7.819695486,-0.48893642,0.626369531,0.938084385,-5.424773601,P60,MUT cells from HET vs WT cells from WT,Syncrip1
Gsg1l1,0.13656908,7.560254851,0.672764153,0.503246166,0.899050022,-5.527157881,P60,MUT cells from HET vs WT cells from WT,Gsg1l1
Cbfb1,-0.136509841,7.464131996,-1.27028212,0.208064822,0.751238422,-5.201627854,P60,MUT cells from HET vs WT cells from WT,Cbfb1
Ppid1,0.136442061,8.191570605,0.454928129,0.650526713,0.939713347,-5.23664781,P60,MUT cells from HET vs WT cells from WT,Ppid1
Rnf2141,-0.13635939,7.972556096,-0.548524724,0.585024829,0.923062053,-5.35969485,P60,MUT cells from HET vs WT cells from WT,Rnf2141
Ankrd451,-0.13629494,7.593751241,-0.86828298,0.388118078,0.852202595,-5.465926245,P60,MUT cells from HET vs WT cells from WT,Ankrd451
Dscam1,0.1362673,7.80227663,0.446365248,0.65667009,0.940375972,-5.38100572,P60,MUT cells from HET vs WT cells from WT,Dscam1
Etv61,-0.136183636,7.596599084,-0.688184923,0.493542799,0.894155901,-5.527574569,P60,MUT cells from HET vs WT cells from WT,Etv61
Hook21,-0.136158481,7.790519273,-0.612858739,0.541896516,0.913173569,-5.470385537,P60,MUT cells from HET vs WT cells from WT,Hook21
Ulk21,0.136079676,8.196713592,0.431053236,0.667714642,0.940375972,-5.242780198,P60,MUT cells from HET vs WT cells from WT,Ulk21
Hip1r1,0.135917915,7.556183638,0.763750399,0.447506081,0.874746221,-5.549417041,P60,MUT cells from HET vs WT cells from WT,Hip1r1
Pdcd61,-0.135885209,7.647469299,-0.747054151,0.457458254,0.877229158,-5.464581876,P60,MUT cells from HET vs WT cells from WT,Pdcd61
Robo3,-0.135874661,7.388971702,-0.915655812,0.36289736,0.838205374,-5.59463376,P60,MUT cells from HET vs WT cells from WT,Robo3
Smurf11,-0.135846877,7.443266573,-1.189761556,0.238040069,0.777358398,-5.302609119,P60,MUT cells from HET vs WT cells from WT,Smurf11
Xpo61,-0.135843006,8.264130202,-0.436678487,0.663648443,0.940375972,-5.251255334,P60,MUT cells from HET vs WT cells from WT,Xpo61
Tbce1,-0.13582112,8.267999933,-0.434141132,0.665481321,0.940375972,-5.250439657,P60,MUT cells from HET vs WT cells from WT,Tbce1
Slc27a41,-0.135808129,7.621626114,-0.895090231,0.373714941,0.845955766,-5.431181444,P60,MUT cells from HET vs WT cells from WT,Slc27a41
Aagab1,0.135771206,7.665806513,0.658350187,0.512408224,0.904416105,-5.488254558,P60,MUT cells from HET vs WT cells from WT,Aagab1
Zdbf21,0.135708952,7.521468337,0.832688611,0.407767909,0.856716339,-5.522061364,P60,MUT cells from HET vs WT cells from WT,Zdbf21
Pygo11,-0.135646325,7.818303091,-0.452729556,0.652101774,0.939713347,-5.451038664,P60,MUT cells from HET vs WT cells from WT,Pygo11
D8Ertd738e1,-0.135642281,7.561400218,-0.604340922,0.547512514,0.914601949,-5.591825581,P60,MUT cells from HET vs WT cells from WT,D8Ertd738e1
Pcgf51,-0.135614758,7.672860675,-0.722741843,0.472174553,0.88353695,-5.46719985,P60,MUT cells from HET vs WT cells from WT,Pcgf51
Dnal11,0.135577198,7.477444821,0.935083508,0.35286406,0.832239243,-5.369052252,P60,MUT cells from HET vs WT cells from WT,Dnal11
P3h31,-0.135539488,7.957160719,-0.584734181,0.560550383,0.917081537,-5.351024552,P60,MUT cells from HET vs WT cells from WT,P3h31
Polr2g1,0.135515072,7.621900906,0.745824745,0.458196051,0.877229158,-5.454191555,P60,MUT cells from HET vs WT cells from WT,Polr2g1
Rtn4rl11,-0.135510303,7.564683514,-0.893434204,0.374594796,0.846450665,-5.461879847,P60,MUT cells from HET vs WT cells from WT,Rtn4rl11
Tcerg11,-0.135502938,8.266773486,-0.438283339,0.662490223,0.940375972,-5.255255907,P60,MUT cells from HET vs WT cells from WT,Tcerg11
Nsf1,0.135394445,8.875540841,0.436018768,0.664124798,0.940375972,-5.207327373,P60,MUT cells from HET vs WT cells from WT,Nsf1
Pnisr1,-0.135390397,9.875361403,-0.65979526,0.511485693,0.903831607,-5.139914772,P60,MUT cells from HET vs WT cells from WT,Pnisr1
Snx141,-0.135344582,7.813664356,-0.659301759,0.511800644,0.903957997,-5.402453764,P60,MUT cells from HET vs WT cells from WT,Snx141
mt-Co21,-0.135311125,7.410971956,-1.099898623,0.275032227,0.791342325,-5.411756115,P60,MUT cells from HET vs WT cells from WT,mt-Co21
Arfgap31,-0.135159179,7.69929044,-0.713646561,0.477747661,0.885722761,-5.458670947,P60,MUT cells from HET vs WT cells from WT,Arfgap31
Smarcc11,0.135113406,7.699200227,0.637395242,0.525884717,0.911578767,-5.427866747,P60,MUT cells from HET vs WT cells from WT,Smarcc11
Mcts11,0.134985435,7.841328673,0.589975693,0.557049949,0.915852871,-5.353823013,P60,MUT cells from HET vs WT cells from WT,Mcts11
Rab11b1,0.134970047,7.818589407,0.434874742,0.664951182,0.940375972,-5.393559112,P60,MUT cells from HET vs WT cells from WT,Rab11b1
Kdm2b1,-0.134958125,7.641449037,-0.680845025,0.498148563,0.896952548,-5.504101129,P60,MUT cells from HET vs WT cells from WT,Kdm2b1
2410021H03Rik1,-0.134953909,7.686939022,-0.786435608,0.434187468,0.86832272,-5.429316763,P60,MUT cells from HET vs WT cells from WT,2410021H03Rik1
Ago41,-0.1348525,7.585438567,-0.858581426,0.393414571,0.852202595,-5.477358944,P60,MUT cells from HET vs WT cells from WT,Ago41
Ranbp11,-0.134838242,7.78912648,-0.605756391,0.54657723,0.914079956,-5.441720608,P60,MUT cells from HET vs WT cells from WT,Ranbp11
Mri11,-0.134736271,8.005032593,-0.560226956,0.577059846,0.921889069,-5.336972548,P60,MUT cells from HET vs WT cells from WT,Mri11
